User_Id,Place_Id,Place_Ratings
1,1,4.5
1,2,4.5
1,3,4.83
1,4,5
1,5,4.5
1,6,5
1,7,4
1,8,5
1,9,5
1,10,5
1,11,5
1,12,5
1,13,4.67
1,14,5
1,15,5
1,16,5
1,17,4.94
1,18,5
1,19,5
1,20,5
1,21,5
1,22,5
1,23,5
1,24,5
1,25,5
1,26,5
2,1,4.67
2,2,4.17
2,3,5
2,4,4.33
2,5,3.83
2,6,4.33
2,7,4.83
2,8,4.33
2,9,4.67
2,10,4.33
2,11,4.67
2,12,5
2,13,4
2,14,4.17
2,15,4.5
2,16,4.17
2,17,4.42
2,18,4.17
2,19,4.67
2,20,4.33
2,21,4
2,22,4.67
2,23,4.33
2,24,4.33
2,25,4.17
2,26,4.83333
3,1,4.67
3,2,4.5
3,3,4.83
3,4,5
3,5,3.83
3,6,4.83
3,7,3.33
3,8,5
3,9,3.33
3,10,4.83
3,11,5
3,12,5
3,13,4
3,14,3.33
3,15,4
3,16,4.17
3,17,4.25
3,18,3.5
3,19,2.83
3,20,3.17
3,21,4.67
3,22,4.33
3,23,4
3,24,4.17
3,25,4.17
3,26,4.83333
4,1,4
4,2,3.67
4,3,4
4,4,4.5
4,5,3.5
4,6,4.33
4,7,3.5
4,8,4
4,9,3.67
4,10,4
4,11,3.83
4,12,4
4,13,3.5
4,14,3.33
4,15,3.17
4,16,3.5
4,17,3.56
4,18,3.17
4,19,3
4,20,3.17
4,21,3.5
4,22,3.67
4,23,3.17
4,24,3.17
4,25,3
4,26,3.83333
5,1,5
5,2,5
5,3,5
5,4,5
5,5,5
5,6,5
5,7,5
5,8,5
5,9,5
5,10,5
5,11,5
5,12,5
5,13,5
5,14,5
5,15,5
5,16,5
5,17,5
5,18,5
5,19,5
5,20,5
5,21,5
5,22,5
5,23,5
5,24,5
5,25,5
5,26,5
6,1,5
6,2,4.67
6,3,5
6,4,5
6,5,4.5
6,6,5
6,7,4.67
6,8,4.83
6,9,5
6,10,5
6,11,4.83
6,12,5
6,13,4.67
6,14,4.83
6,15,4.67
6,16,4.83
6,17,4.81
6,18,5
6,19,4.83
6,20,4.83
6,21,4.83
6,22,5
6,23,5
6,24,5
6,25,5
6,26,4.66667
7,1,4
7,2,3.67
7,3,3.67
7,4,4
7,5,4
7,6,3.83
7,7,3.83
7,8,3.83
7,9,4
7,10,3.67
7,11,3.83
7,12,3.5
7,13,3.67
7,14,3.5
7,15,3.33
7,16,3.5
7,17,3.56
7,18,3.17
7,19,3.17
7,20,3.67
7,21,3.17
7,22,3.33
7,23,3.17
7,24,3
7,25,3.33
7,26,3.83333
8,1,4
8,2,4
8,3,4
8,4,5
8,5,3.17
8,6,5
8,7,2.5
8,8,4.33
8,9,3
8,10,4.67
8,11,3
8,12,3
8,13,3
8,14,2.67
8,15,3.17
8,16,3
8,17,2.97
8,18,3
8,19,2.33
8,20,3
8,21,2.83
8,22,3.17
8,23,3
8,24,3
8,25,3
8,26,4.33333
9,1,3.83
9,2,4
9,3,4.5
9,4,4.5
9,5,3.83
9,6,4.83
9,7,3.33
9,8,3.83
9,9,3.17
9,10,4
9,11,4.33
9,12,3.5
9,13,3.83
9,14,3
9,15,3.5
9,16,3.33
9,17,3.58
9,18,3.67
9,19,3.5
9,20,3.83
9,21,3.67
9,22,3.83
9,23,3.5
9,24,3.5
9,25,3.17
9,26,3.83333
10,1,4.17
10,2,3
10,3,3
10,4,3
10,5,3
10,6,3
10,7,3
10,8,3
10,9,3
10,10,3
10,11,3
10,12,3
10,13,3
10,14,3
10,15,3
10,16,3
10,17,3
10,18,3
10,19,3
10,20,3
10,21,3
10,22,3
10,23,3
10,24,3
10,25,3
10,26,3
11,1,5
11,2,5
11,3,4.33
11,4,5
11,5,3.67
11,6,5
11,7,1
11,8,5
11,9,1
11,10,5
11,11,5
11,12,5
11,13,1
11,14,1
11,15,4.33
11,16,3.5
11,17,3.31
11,18,1
11,19,4.17
11,20,4.67
11,21,4.33
11,22,1
11,23,1
11,24,1.83
11,25,1
11,26,5
12,1,3.33
12,2,3
12,3,3.17
12,4,4.5
12,5,3.17
12,6,5
12,7,2.83
12,8,4
12,9,2.83
12,10,3.33
12,11,4
12,12,3.83
12,13,2.83
12,14,2.83
12,15,3.17
12,16,2.5
12,17,3.19
12,18,2.67
12,19,2.83
12,20,3.83
12,21,3.17
12,22,3.17
12,23,2.67
12,24,2
12,25,2.5
12,26,2
13,1,4.83
13,2,4.33
13,3,3.67
13,4,4.17
13,5,3.33
13,6,4
13,7,2.67
13,8,3.67
13,9,3.33
13,10,3
13,11,2.83
13,12,2.67
13,13,2.67
13,14,3.33
13,15,2.67
13,16,3
13,17,2.86
13,18,2.67
13,19,2.67
13,20,2.83
13,21,2.5
13,22,3.83
13,23,3.17
13,24,3.33
13,25,2
13,26,3
14,1,4
14,2,0
14,3,0
14,4,0
14,5,0.5
14,6,4.33
14,7,0
14,8,0
14,9,0
14,10,0
14,11,0
14,12,0
14,13,0
14,14,0
14,15,0
14,16,3.83
14,17,0.64
14,18,4.17
14,19,4
14,20,3.67
14,21,3.5
14,22,0
14,23,0
14,24,0
14,25,0
14,26,0
15,1,0
15,2,0
15,3,0
15,4,0
15,5,0.67
15,6,5
15,7,0
15,8,0
15,9,0
15,10,0
15,11,0
15,12,0
15,13,0
15,14,0
15,15,0
15,16,0
15,17,0
15,18,0
15,19,0
15,20,0
15,21,0
15,22,0
15,23,0
15,24,0
15,25,0
15,26,0
16,1,4.5
16,2,5
16,3,5
16,4,4.83
16,5,4
16,6,5
16,7,4.33
16,8,5
16,9,0
16,10,0
16,11,0
16,12,4.83
16,13,0
16,14,4
16,15,3.67
16,16,0
16,17,2.08
16,18,0
16,19,0
16,20,5
16,21,4.67
16,22,5
16,23,0
16,24,0
16,25,0
16,26,4.5
17,1,5
17,2,5
17,3,4.83
17,4,5
17,5,4.17
17,6,5
17,7,4
17,8,5
17,9,5
17,10,5
17,11,5
17,12,5
17,13,4
17,14,4
17,15,3.17
17,16,3.67
17,17,4.14
17,18,5
17,19,5
17,20,5
17,21,5
17,22,5
17,23,3.83
17,24,3.83
17,25,3
17,26,5
18,1,3.83
18,2,3.5
18,3,3.83
18,4,4
18,5,3.67
18,6,4.33
18,7,3.67
18,8,3.5
18,9,3.83
18,10,3.67
18,11,3.83
18,12,4
18,13,3.67
18,14,3.5
18,15,3.17
18,16,3.5
18,17,3.61
18,18,4
18,19,3.17
18,20,3.5
18,21,3.83
18,22,3.67
18,23,3.83
18,24,3.5
18,25,3.83
18,26,3.83333
19,1,4.5
19,2,4.5
19,3,4.33
19,4,4.67
19,5,4.5
19,6,4.83
19,7,5
19,8,4.5
19,9,5
19,10,4.33
19,11,4.33
19,12,5
19,13,5
19,14,4.33
19,15,5
19,16,5
19,17,4.78
19,18,4.83
19,19,3
19,20,4
19,21,3
19,22,5
19,23,4
19,24,5
19,25,4.67
19,26,4.66667
20,1,5
20,2,5
20,3,5
20,4,5
20,5,5
20,6,5
20,7,5
20,8,5
20,9,5
20,10,5
20,11,5
20,12,5
20,13,5
20,14,5
20,15,5
20,16,5
20,17,5
20,18,5
20,19,5
20,20,5
20,21,5
20,22,5
20,23,5
20,24,5
20,25,5
20,26,5
21,1,4.67
21,2,0
21,3,0
21,4,0
21,5,3.33
21,6,4.83
21,7,0
21,8,3.33
21,9,0
21,10,3.33
21,11,0
21,12,0
21,13,3.83
21,14,0
21,15,0
21,16,4
21,17,1.31
21,18,0
21,19,0
21,20,0
21,21,4
21,22,0
21,23,0
21,24,0
21,25,0
21,26,4.16667
22,1,4.5
22,2,4.67
22,3,4.5
22,4,4.67
22,5,4.17
22,6,4.5
22,7,4.17
22,8,4.5
22,9,4.17
22,10,4.83
22,11,4.5
22,12,4.83
22,13,4.67
22,14,4
22,15,4.67
22,16,4.5
22,17,4.53
22,18,4.33
22,19,3.83
22,20,4.33
22,21,4.5
22,22,4.33
22,23,4.33
22,24,3.67
22,25,4
22,26,4.5
23,1,4.33
23,2,4
23,3,4.17
23,4,5
23,5,4.5
23,6,4.83
23,7,3.83
23,8,4.5
23,9,4
23,10,4.33
23,11,4.33
23,12,4.17
23,13,3.83
23,14,3.83
23,15,4.17
23,16,3.83
23,17,4.03
23,18,4
23,19,3.33
23,20,4
23,21,4.33
23,22,4.33
23,23,4
23,24,4
23,25,4
23,26,4.33333
24,1,4.83
24,2,4.83
24,3,4.5
24,4,4
24,5,3
24,6,3.33
24,7,3.83
24,8,3.17
24,9,2.67
24,10,2.83
24,11,4.17
24,12,3.5
24,13,4.67
24,14,3.17
24,15,4.17
24,16,5
24,17,4.11
24,18,3
24,19,3.83
24,20,3.83
24,21,4.67
24,22,4.17
24,23,4
24,24,2.67
24,25,2.33
24,26,4.5
25,1,4.67
25,2,5
25,3,5
25,4,5
25,5,5
25,6,5
25,7,5
25,8,5
25,9,5
25,10,5
25,11,5
25,12,5
25,13,5
25,14,5
25,15,5
25,16,5
25,17,5
25,18,5
25,19,5
25,20,5
25,21,5
25,22,5
25,23,5
25,24,5
25,25,5
25,26,5
26,1,5
26,2,5
26,3,5
26,4,5
26,5,5
26,6,5
26,7,5
26,8,5
26,9,5
26,10,5
26,11,5
26,12,5
26,13,5
26,14,5
26,15,5
26,16,5
26,17,5
26,18,5
26,19,5
26,20,5
26,21,5
26,22,5
26,23,5
26,24,5
26,25,5
26,26,5
27,1,3.67
27,2,3.5
27,3,0
27,4,4
27,5,2.67
27,6,4.33
27,7,0
27,8,3.17
27,9,0
27,10,3.17
27,11,2.83
27,12,3
27,13,2.67
27,14,0
27,15,2.5
27,16,2.83
27,17,2.31
27,18,0
27,19,0
27,20,0
27,21,2.83
27,22,3.17
27,23,0
27,24,0
27,25,0
27,26,3.5
28,1,4.17
28,2,4.17
28,3,4.5
28,4,3
28,5,4
28,6,3.5
28,7,4.33
28,8,4.17
28,9,3.83
28,10,3
28,11,4.17
28,12,3.17
28,13,4.17
28,14,3.67
28,15,3.83
28,16,4.17
28,17,3.86
28,18,3.17
28,19,3.5
28,20,4.5
28,21,3
28,22,4.17
28,23,3.83
28,24,4
28,25,2.83
28,26,3.16667
29,1,5
29,2,2.83
29,3,3
29,4,5
29,5,4
29,6,4.67
29,7,4
29,8,4
29,9,4.17
29,10,3.17
29,11,4.17
29,12,3.83
29,13,4.33
29,14,3.5
29,15,4.33
29,16,2.67
29,17,3.81
29,18,3.33
29,19,5
29,20,5
29,21,4
29,22,2.83
29,23,3.17
29,24,3.5
29,25,3.33
29,26,1.5
30,1,3
30,2,3
30,3,3.67
30,4,4.17
30,5,3.5
30,6,3.33
30,7,3
30,8,3.17
30,9,3
30,10,3
30,11,3
30,12,3.33
30,13,3.67
30,14,3.33
30,15,3.67
30,16,2.83
30,17,3.31
30,18,4
30,19,3.5
30,20,3.33
30,21,3.5
30,22,3.17
30,23,2.83
30,24,3.67
30,25,3.5
30,26,2.66667
31,1,2.83
31,2,0
31,3,0
31,4,3
31,5,0.5
31,6,2.83
31,7,0
31,8,0
31,9,0
31,10,0
31,11,0
31,12,0
31,13,0
31,14,0
31,15,0
31,16,0
31,17,0
31,18,0
31,19,0
31,20,0
31,21,0
31,22,0
31,23,0
31,24,0
31,25,0
31,26,0
32,1,3
32,2,3
32,3,3
32,4,3
32,5,3
32,6,3
32,7,3
32,8,3
32,9,3
32,10,3
32,11,3
32,12,3
32,13,3
32,14,3
32,15,3
32,16,3
32,17,3
32,18,3
32,19,3
32,20,3
32,21,3
32,22,3
32,23,3
32,24,3
32,25,3
32,26,3
33,1,4.17
33,2,0
33,3,5
33,4,5
33,5,5
33,6,5
33,7,0
33,8,0
33,9,4.83
33,10,0
33,11,0
33,12,0
33,13,5
33,14,0
33,15,0
33,16,0
33,17,0.83
33,18,4.17
33,19,4.17
33,20,0
33,21,0
33,22,4.17
33,23,0
33,24,0
33,25,4
33,26,5
34,1,3.67
34,2,3.5
34,3,3.83
34,4,5
34,5,3.5
34,6,3.33
34,7,3.5
34,8,3.5
34,9,3.33
34,10,3.33
34,11,3.5
34,12,3
34,13,3.67
34,14,3.5
34,15,3.67
34,16,3.67
34,17,3.5
34,18,0
34,19,0
34,20,0
34,21,0
34,22,0
34,23,3
34,24,3.33
34,25,3
34,26,3.16667
35,1,4
35,2,3.83
35,3,4.17
35,4,4.17
35,5,4.5
35,6,4.67
35,7,4.33
35,8,3.83
35,9,4
35,10,4.5
35,11,3.5
35,12,4.33
35,13,4.5
35,14,4.33
35,15,3.5
35,16,3.83
35,17,4
35,18,3.5
35,19,3.5
35,20,4
35,21,3.67
35,22,3.5
35,23,3.67
35,24,3.5
35,25,3.67
35,26,3.33333
36,1,4.33
36,2,4
36,3,0
36,4,5
36,5,4.17
36,6,5
36,7,0
36,8,4.17
36,9,0
36,10,4.17
36,11,5
36,12,0
36,13,4.5
36,14,0
36,15,4.5
36,16,0
36,17,2.33
36,18,0
36,19,4
36,20,5
36,21,5
36,22,0
36,23,0
36,24,4.33
36,25,0
36,26,3.5
37,1,3.5
37,2,4
37,3,4.33
37,4,4.17
37,5,4
37,6,4.17
37,7,3.67
37,8,5
37,9,5
37,10,5
37,11,3
37,12,4
37,13,4.5
37,14,4
37,15,4
37,16,4
37,17,3.92
37,18,4
37,19,3.83
37,20,4.33
37,21,4
37,22,4
37,23,4
37,24,4
37,25,4
37,26,5
38,1,3.17
38,2,3.5
38,3,3.5
38,4,3.17
38,5,2.67
38,6,3.83
38,7,2.17
38,8,2.67
38,9,2.83
38,10,2.67
38,11,2.33
38,12,3.33
38,13,2
38,14,2.17
38,15,2
38,16,2.17
38,17,2.33
38,18,2.33
38,19,2.33
38,20,2.33
38,21,2.67
38,22,2.5
38,23,2.5
38,24,2.33
38,25,2.17
38,26,3
39,1,4
39,2,4
39,3,4
39,4,4
39,5,4
39,6,5
39,7,4
39,8,5
39,9,4
39,10,5
39,11,4
39,12,4
39,13,4
39,14,4
39,15,4
39,16,4
39,17,4
39,18,4
39,19,4
39,20,4
39,21,4
39,22,4
39,23,4
39,24,4
39,25,3
39,26,4
40,1,4.17
40,2,4.5
40,3,4.83
40,4,4.33
40,5,3.33
40,6,5
40,7,2.33
40,8,5
40,9,5
40,10,5
40,11,5
40,12,5
40,13,2.67
40,14,2.83
40,15,2.33
40,16,3.33
40,17,3.53
40,18,3.5
40,19,2.17
40,20,4.67
40,21,2.83
40,22,2.33
40,23,3.33
40,24,3.17
40,25,2.5
40,26,4.83333
41,1,4.5
41,2,4.5
41,3,4.33
41,4,5
41,5,4.5
41,6,5
41,7,2.5
41,8,0
41,9,0
41,10,0
41,11,0
41,12,0
41,13,0
41,14,0
41,15,2.67
41,16,0
41,17,0.44
41,18,0
41,19,0
41,20,0
41,21,3
41,22,0
41,23,0
41,24,0
41,25,0
41,26,3.66667
42,1,3.5
42,2,4.5
42,3,3.83
42,4,5
42,5,4.67
42,6,5
42,7,3.33
42,8,3.83
42,9,3.33
42,10,4.17
42,11,3.83
42,12,3.83
42,13,3.17
42,14,3.5
42,15,3.17
42,16,2.67
42,17,3.36
42,18,3.5
42,19,5
42,20,4.17
42,21,5
42,22,4
42,23,4.33
42,24,4.33
42,25,4.17
42,26,4.33333
43,1,4.67
43,2,3.5
43,3,4.67
43,4,4
43,5,4.33
43,6,4.17
43,7,4.17
43,8,4.67
43,9,4.67
43,10,4
43,11,4.17
43,12,3.67
43,13,3.67
43,14,4
43,15,0
43,16,0
43,17,2.58
43,18,0
43,19,4.17
43,20,4
43,21,4.67
43,22,4.17
43,23,4.17
43,24,3.83
43,25,3.83
43,26,4.33333
44,1,2.5
44,2,3.5
44,3,4
44,4,5
44,5,3
44,6,5
44,7,2.17
44,8,5
44,9,5
44,10,5
44,11,5
44,12,5
44,13,3.33
44,14,3
44,15,3.33
44,16,3.33
44,17,3.83
44,18,4.67
44,19,4.67
44,20,5
44,21,4.67
44,22,2.83
44,23,5
44,24,4.67
44,25,4.83
44,26,3.66667
45,1,4
45,2,4.17
45,3,3.67
45,4,4.67
45,5,4.17
45,6,4.5
45,7,3.83
45,8,4.33
45,9,4.17
45,10,4.17
45,11,4.17
45,12,3
45,13,3.67
45,14,3.67
45,15,3.67
45,16,4
45,17,3.69
45,18,3.83
45,19,3.83
45,20,4.33
45,21,4
45,22,4.17
45,23,4.5
45,24,4.17
45,25,3.83
45,26,3.66667
46,1,3.33
46,2,3.33
46,3,3.17
46,4,3.5
46,5,3.33
46,6,3.5
46,7,3.5
46,8,3.17
46,9,3.33
46,10,3.33
46,11,3.33
46,12,3.67
46,13,3.17
46,14,3.67
46,15,3.5
46,16,3.17
46,17,3.42
46,18,3.33
46,19,3.33
46,20,3.17
46,21,3.33
46,22,3.5
46,23,3.17
46,24,3.67
46,25,2.83
46,26,3.83333
47,1,5
47,2,5
47,3,4.83
47,4,5
47,5,5
47,6,5
47,7,5
47,8,5
47,9,5
47,10,5
47,11,5
47,12,5
47,13,4.67
47,14,4
47,15,4.5
47,16,5
47,17,4.69
47,18,5
47,19,4.5
47,20,5
47,21,4.5
47,22,5
47,23,5
47,24,5
47,25,4.33
47,26,4.16667
48,1,5
48,2,5
48,3,5
48,4,5
48,5,5
48,6,5
48,7,5
48,8,5
48,9,5
48,10,5
48,11,5
48,12,5
48,13,5
48,14,5
48,15,5
48,16,5
48,17,5
48,18,5
48,19,5
48,20,5
48,21,5
48,22,5
48,23,5
48,24,4.33
48,25,5
48,26,4.16667
49,1,2.5
49,2,3
49,3,3
49,4,3
49,5,3
49,6,3
49,7,3
49,8,3
49,9,3
49,10,3
49,11,3
49,12,3
49,13,3
49,14,3
49,15,3
49,16,3
49,17,3
49,18,3
49,19,3
49,20,3
49,21,3
49,22,3
49,23,0
49,24,3
49,25,3
49,26,3
50,1,5
50,2,4.67
50,3,4.5
50,4,5
50,5,5
50,6,4.67
50,7,3.67
50,8,5
50,9,4.67
50,10,4.5
50,11,3.83
50,12,3.83
50,13,3.33
50,14,3
50,15,3.33
50,16,3
50,17,3.39
50,18,3
50,19,4.17
50,20,4
50,21,3.33
50,22,2.5
50,23,3
50,24,3.33
50,25,4
50,26,4.33333
51,1,1.33
51,2,0
51,3,0
51,4,1.33
51,5,0.5
51,6,4.33
51,7,2.83
51,8,2.5
51,9,0
51,10,0
51,11,3.67
51,12,0
51,13,0
51,14,0
51,15,0
51,16,0
51,17,0.61
51,18,0
51,19,3.33
51,20,0
51,21,0
51,22,1.17
51,23,0
51,24,0
51,25,0
51,26,0
52,1,4.17
52,2,4.5
52,3,5
52,4,5
52,5,4.5
52,6,4.67
52,7,4.17
52,8,5
52,9,5
52,10,5
52,11,5
52,12,4
52,13,5
52,14,4.33
52,15,4.33
52,16,5
52,17,4.61
52,18,5
52,19,5
52,20,5
52,21,4.33
52,22,4.83
52,23,5
52,24,4
52,25,4.33
52,26,4.33333
53,1,4.33
53,2,4.67
53,3,4.83
53,4,5
53,5,4.33
53,6,5
53,7,5
53,8,4.33
53,9,5
53,10,4.83
53,11,4.5
53,12,4.83
53,13,4.67
53,14,4.5
53,15,4.5
53,16,5
53,17,4.67
53,18,5
53,19,4.5
53,20,4.67
53,21,4.67
53,22,4.67
53,23,4.67
53,24,4.83
53,25,4.67
53,26,4.83333
54,1,3.83
54,2,3.83
54,3,4
54,4,3.33
54,5,3.5
54,6,3
54,7,3.17
54,8,3.33
54,9,3
54,10,3
54,11,3
54,12,3
54,13,3
54,14,3.17
54,15,3.5
54,16,2.67
54,17,3.06
54,18,3
54,19,3
54,20,2.67
54,21,3.17
54,22,3.17
54,23,3.17
54,24,2.83
54,25,2.83
54,26,4
55,1,4
55,2,4.17
55,3,3.83
55,4,4.17
55,5,4.17
55,6,4.17
55,7,4.17
55,8,4.17
55,9,4.17
55,10,4.17
55,11,4.17
55,12,4.17
55,13,4.17
55,14,4.17
55,15,4.17
55,16,4.17
55,17,4.17
55,18,4.17
55,19,4.17
55,20,4.17
55,21,4.17
55,22,4.17
55,23,4.17
55,24,4.17
55,25,4.17
55,26,4
56,1,4.33
56,2,3.33
56,3,5
56,4,3.33
56,5,2
56,6,3
56,7,3
56,8,3.83
56,9,3
56,10,3
56,11,3
56,12,3
56,13,3
56,14,4
56,15,3
56,16,3
56,17,3.17
56,18,3
56,19,4
56,20,3
56,21,4
56,22,4
56,23,3
56,24,3.17
56,25,2.83
56,26,3
57,1,3.17
57,2,3
57,3,3.5
57,4,5
57,5,2.5
57,6,3.5
57,7,2.83
57,8,3.17
57,9,3.17
57,10,3.17
57,11,3
57,12,2.83
57,13,3.33
57,14,3
57,15,2.83
57,16,2.83
57,17,2.97
57,18,3
57,19,3
57,20,3
57,21,2.33
57,22,3
57,23,3
57,24,3
57,25,3
57,26,2.5
58,1,5
58,2,5
58,3,5
58,4,5
58,5,5
58,6,5
58,7,5
58,8,5
58,9,5
58,10,5
58,11,5
58,12,5
58,13,5
58,14,5
58,15,5
58,16,5
58,17,5
58,18,5
58,19,5
58,20,5
58,21,5
58,22,5
58,23,4.83
58,24,5
58,25,5
58,26,5
59,1,3.17
59,2,3.83
59,3,2.5
59,4,3.83
59,5,2.17
59,6,3.67
59,7,2
59,8,4
59,9,3.33
59,10,3.67
59,11,3.67
59,12,3.67
59,13,2.33
59,14,2.33
59,15,2.33
59,16,2.17
59,17,2.75
59,18,3.33
59,19,2.83
59,20,3.17
59,21,2.83
59,22,2.67
59,23,3.17
59,24,3.17
59,25,3.33
59,26,2.66667
60,1,4.17
60,2,4
60,3,4
60,4,5
60,5,4.33
60,6,4.33
60,7,4
60,8,4
60,9,5
60,10,4.33
60,11,4
60,12,3.5
60,13,3.33
60,14,3.5
60,15,3
60,16,3.5
60,17,3.47
60,18,4.17
60,19,3.67
60,20,3.5
60,21,3.67
60,22,5
60,23,3.83
60,24,4
60,25,3.67
60,26,3.33333
61,1,5
61,2,5
61,3,5
61,4,5
61,5,5
61,6,5
61,7,3.33
61,8,5
61,9,5
61,10,5
61,11,5
61,12,5
61,13,5
61,14,4
61,15,4
61,16,4
61,17,4.5
61,18,5
61,19,5
61,20,5
61,21,5
61,22,5
61,23,4.83
61,24,4.17
61,25,4.17
61,26,4.5
62,1,3.5
62,2,3
62,3,3
62,4,4.5
62,5,3
62,6,3
62,7,3
62,8,4.5
62,9,3
62,10,4.17
62,11,3
62,12,3
62,13,3
62,14,3
62,15,3
62,16,3
62,17,3
62,18,3
62,19,3
62,20,3
62,21,3
62,22,3
62,23,3
62,24,3
62,25,3
62,26,3
63,1,3.17
63,2,3.17
63,3,4
63,4,5
63,5,3.83
63,6,4.17
63,7,3.67
63,8,4.17
63,9,4.17
63,10,5
63,11,4.33
63,12,3.33
63,13,4
63,14,3.5
63,15,4.17
63,16,3.5
63,17,3.81
63,18,2.83
63,19,3.67
63,20,3.5
63,21,3.83
63,22,3.67
63,23,4.33
63,24,3.67
63,25,3.67
63,26,4
64,1,3.17
64,2,3.17
64,3,3.33
64,4,3.33
64,5,2.83
64,6,4.83
64,7,3.33
64,8,2.83
64,9,3.17
64,10,3.5
64,11,3.17
64,12,3.33
64,13,3.17
64,14,3.17
64,15,3.17
64,16,3
64,17,3.17
64,18,3.5
64,19,3
64,20,3
64,21,2.83
64,22,3.5
64,23,3
64,24,3.33
64,25,3.17
64,26,2.83333
65,1,4.5
65,2,4.67
65,3,5
65,4,5
65,5,4.83
65,6,5
65,7,4.5
65,8,4.5
65,9,4.33
65,10,4.83
65,11,4.67
65,12,5
65,13,4.33
65,14,4.33
65,15,3.67
65,16,4.33
65,17,4.39
65,18,4.83
65,19,5
65,20,4.67
65,21,4.5
65,22,4.83
65,23,4.17
65,24,4.67
65,25,3.67
65,26,5
66,1,5
66,2,5
66,3,5
66,4,4.83
66,5,5
66,6,5
66,7,5
66,8,5
66,9,5
66,10,5
66,11,5
66,12,5
66,13,5
66,14,4
66,15,4
66,16,4
66,17,4.5
66,18,5
66,19,4.17
66,20,5
66,21,4.83
66,22,5
66,23,5
66,24,4.17
66,25,5
66,26,5
67,1,1
67,2,1
67,3,1
67,4,4.17
67,5,5
67,6,4.83
67,7,1
67,8,4.5
67,9,3.17
67,10,4.83
67,11,4
67,12,4.67
67,13,3
67,14,1
67,15,1
67,16,2
67,17,2.61
67,18,3
67,19,3.17
67,20,4
67,21,3.33
67,22,3
67,23,3
67,24,3.33
67,25,2.67
67,26,4.33333
68,1,3.67
68,2,3.83
68,3,4.17
68,4,4
68,5,3.33
68,6,3.67
68,7,3.67
68,8,4.17
68,9,3.5
68,10,3.17
68,11,3.33
68,12,4.17
68,13,3.33
68,14,3.17
68,15,3
68,16,3
68,17,3.33
68,18,3.5
68,19,3.33
68,20,3.33
68,21,3.17
68,22,3.17
68,23,3.33
68,24,3.33
68,25,3.33
68,26,3.5
69,1,5
69,2,5
69,3,5
69,4,4.83
69,5,4.83
69,6,5
69,7,3.67
69,8,5
69,9,3.83
69,10,3.83
69,11,4
69,12,4.17
69,13,4
69,14,3.83
69,15,3.83
69,16,3.83
69,17,3.94
69,18,3.17
69,19,3
69,20,4
69,21,4
69,22,5
69,23,4
69,24,4
69,25,3
69,26,3
70,1,4.17
70,2,4.17
70,3,4
70,4,4.67
70,5,4.33
70,6,4.5
70,7,4.5
70,8,3.83
70,9,4.17
70,10,3.83
70,11,4
70,12,4
70,13,3.5
70,14,3.67
70,15,3.33
70,16,3.5
70,17,3.67
70,18,3.83
70,19,3.83
70,20,4
70,21,3.5
70,22,4
70,23,3.67
70,24,4
70,25,3.83
70,26,3.16667
71,1,3.83
71,2,3.83
71,3,3.33
71,4,3.83
71,5,3
71,6,3.17
71,7,2.83
71,8,3
71,9,2.67
71,10,2.33
71,11,2.83
71,12,3.17
71,13,2.67
71,14,3.17
71,15,3
71,16,2.5
71,17,2.89
71,18,2.5
71,19,2.83
71,20,3
71,21,3.33
71,22,3.17
71,23,3.17
71,24,3.5
71,25,3.17
71,26,3.83333
72,1,3.5
72,2,3.5
72,3,3.67
72,4,3.83
72,5,3.83
72,6,3.83
72,7,3.83
72,8,3.83
72,9,4
72,10,3.83
72,11,3.83
72,12,4.17
72,13,4
72,14,4
72,15,3.83
72,16,3.83
72,17,3.94
72,18,3.5
72,19,3.83
72,20,3.67
72,21,4
72,22,3
72,23,3.83
72,24,4.33
72,25,4
72,26,3.33333
73,1,4
73,2,3.67
73,3,3.83
73,4,3.67
73,5,4.17
73,6,4.17
73,7,4.33
73,8,4
73,9,4
73,10,4
73,11,4.17
73,12,4.17
73,13,3.83
73,14,4
73,15,3.5
73,16,4
73,17,3.94
73,18,4
73,19,3.5
73,20,3
73,21,3.5
73,22,3.83
73,23,3.5
73,24,3.67
73,25,3.17
73,26,3.5
74,1,3.83
74,2,3.67
74,3,3.33
74,4,3.33
74,5,3.5
74,6,3.17
74,7,3
74,8,3.17
74,9,3.17
74,10,3
74,11,2.17
74,12,2.67
74,13,3.33
74,14,3
74,15,2.33
74,16,3.17
74,17,2.78
74,18,3.33
74,19,2.67
74,20,3
74,21,3.33
74,22,3.17
74,23,3
74,24,3.17
74,25,2.83
74,26,4.16667
